threshold,accuracy,precision,recall
0.1,0.641528034504005,0.4366076527698458,0.6202839756592292
0.2,0.7094269870609982,0.49078780177890724,0.6717391304347826
0.3,0.6828096118299446,0.41824644549763035,0.49027777777777776
0.4,0.737030191004313,0.4602376599634369,0.5137755102040816
0.5,0.7491065927295133,0.4227106227106227,0.31616438356164384
